test-24,"Jones played piano for a concert with the London Symphony Orchestra, with George Martin conducting his Beatles Yellow Submarine Suite. He also wrote a chapter on MIDI for Martin's book Making Music and presenting a segment about computer music on BBC Two's Science In Action. In the late 1980s Jones began working with Duran Duran on their live shows and then in the studio producing a B side single ``This Is How A Road Gets Made'', before being hired to record the album Liberty with producer Chris Kimsey. He also produced the single ``Burning the Ground'' (a remix of Duran's greatest hits) for Duran Duran's compilation album.",He,509,Jones,294,True,Chris Kimsey,495,False,http://en.wikipedia.org/wiki/John_Jones_(record_producer)
test-25,"That opened the door for Racing Engineering's Christian Vietoris to claim second place, the German having done a great job after starting from seventh on the grid, while iSport's Davide Valsecchi made a nice move down the inside of Giedo van der Garde (Addax) to secure third with three laps to go. Oliver Turvey finished fifth for iSport ahead of Super Nova's Luca Filippi, the Italian taking his first point since returning to the series at Silverstone.",his,394,Oliver Turvey,299,True,Luca Filippi,361,False,http://en.wikipedia.org/wiki/2010_Hungaroring_GP2_Series_round
test-27,Kathleen first appears when Theresa visits her in a prison in London.,her,43,Kathleen,0,True,Theresa,28,False,http://en.wikipedia.org/wiki/Kathleen_McQueen
test-28,"The central characters are Juliana Crain, Frank Frink, Joe Blake, John Smith, Nobusuke Tagomi, and Takeshi Kido. The series takes place in an alternate 1962. Juliana Crain is a San Francisco woman who becomes entangled with the resistance when her half-sister Trudy is killed by the Kempeitai, just after giving Juliana a film reel that contains newsreel-style footage depicting an alternate history in which the Allies won World War II and Germany and Japan were defeated.",her,244,Trudy,260,False,Juliana,312,True,http://en.wikipedia.org/wiki/The_Man_in_the_High_Castle_(TV_series)
test-29,"The second season was released on December 16, 2016. Joe returns to New York to hand over the film to Smith and request for his resignation, but Smith denies his request before delivering the film to Hitler. Karen and Lem confront Juliana for not shooting Joe before she is tranquilized.",she,267,Karen,208,False,Juliana,231,False,http://en.wikipedia.org/wiki/The_Man_in_the_High_Castle_(TV_series)
test-33,"A short while later, Michael decided that he wanted to play a role in his son's life, and tried to get Lisa to marry him, but by this time, she wanted nothing to do with him. Around the same time, Lisa's son Tom (who'd been SORASed to his late teens) had returned from Vietnam with a drug habit. One night, Michael caught Tom breaking into his office to steal drugs, and he used this information to blackmail Lisa into marrying him.",his,340,Michael,307,True,Tom,322,False,http://en.wikipedia.org/wiki/Lisa_Grimaldi
test-34,"Though Grant and Lisa were very happy together, Lisa's ongoing jealousy of Joyce and later Valerie continue to be a problem, and at one point, Grant asked Lisa for a divorce. Lisa pretended to be ill, and staged an elaborate scheme designed to demonstrate Valerie's true calculating ways. Though she succeeded in this, Grant and Lisa's lives continued to be complicated, this time by a new woman, Tina Cornell, who had a played a role in the previous manipulations involving Valerie, and was injured as a result.",she,296,Lisa,329,True,Tina Cornell,397,False,http://en.wikipedia.org/wiki/Lisa_Grimaldi
test-35,"He and Lisa separated, but when Tina attempted to seduce him, he realized that Lisa had been right all along. Though he claimed to be through with scheming women, Joyce now reentered Grant's life, pretending to be terminally ill. Though Lisa disputed Joyce's claims of illness, Grant believed her and the two became engaged.",her,293,Lisa,237,False,Joyce,251,True,http://en.wikipedia.org/wiki/Lisa_Grimaldi
test-36,A studio version of the song is available on the ``Deluxe Edition'' of her album. Sol*s was so impressed by the performance that he invited Ana*s as a special guest and opening act for his concert in Madison Square Garden. Anais is also expected to record a song with Solis for her third upcoming production.,her,278,Anais,223,True,Solis,268,False,http://en.wikipedia.org/wiki/Ana%C3%ADs
test-41,"However he was never able to get close to two of the best, Dai Vernon or Sam Horowitz. So McGuire got close to a magician both men admired, Max Malini, and through clever use of his association with Malini got to Horowitz. With his knowledge of Scott, McGuire had leverage and a worth to the top cardmen.",his,228,Scott,245,False,McGuire,252,True,http://en.wikipedia.org/wiki/Walter_Irving_Scott
test-44,"Francis grew to maturity, Elizabeth married Robert Potter, and Elisha married Elizabeth Dexter and was for many years a Deputy or Assistant in the Rhode Island colony. There have been numerous books and articles written about Susanna's famous mother, Anne Hutchinson, most of which mention Susanna. One book has been written about Susanna, Trouble's Daughter by Katherine Kirkpatrick, which presents a fictionalized account about Susanna's life with the native Americans who captured her, but also presents some of the limited historical information that is available about her.",her,484,Katherine Kirkpatrick,362,False,Susanna,430,True,http://en.wikipedia.org/wiki/Susanna_Cole
test-45,"(Tune: ``A Dream is a Wish Your Heart Makes'') Alice in Wonderland - Alice sings, while the garden of live flowers judge her. (Tune: ``All in the Golden Afternoon'') Peter Pan - Michael watches while Wendy assists Peter with his shadow.",his,225,Michael,178,False,Peter,214,True,http://en.wikipedia.org/wiki/Musical_Memories_(Disney)
test-48,"Presently, Samantha is the executive producer, creator, and writer for ``The Monkey Factory'', an animated pilot for 20th Century FOX Studios featuring Kristen Wiig, Paul Scheer, Casey Wilson, Jason Nash, as an ensemble cast. Other work for FOX includes ``Animals'' which she produced for Robert Smigel and Happy Madison Productions, as well as a pilot Samantha is currently producing starring Kristen Bell titled ``Maggie''.",she,272,Samantha,11,True,Kristen Wiig,152,False,http://en.wikipedia.org/wiki/Samantha_Scharff
test-49,"Kitty helps Dove return to the caf*, where Teresina cares for him. The younger woman goes back to the bordello to get Hallie, helping her reach the caf*. When Hallie can't be found at the bordello, Kitty is suspected and put under pressure; frightened, she brings Jo and her three henchmen to the caf*.",she,253,Hallie,159,False,Kitty,198,True,http://en.wikipedia.org/wiki/Walk_on_the_Wild_Side_(film)
test-52,"Rosamond Carr & a Lifetime in Rwanda, a documentary project about her life and on which Carr acted as advisor, was produced by Standfast Productions Ltd., directed by Eamonn Gearon and photographed by Noel Donnellon. Carr acted in a similar capacity during production of Gorillas in the Mist starring Sigourney Weaver and directed by Michael Apted, with her character in that film played by Julie Harris.",her,354,Carr,217,False,Sigourney Weaver,301,True,http://en.wikipedia.org/wiki/Rosamond_Carr
test-55,"However, the authority of the Diet did include all judicial and executive power in the country itself. The legislative power belonged to the Emperor who was the only one to approve new laws. Nikola Stojanovi*, a member of the Bosnian Serb National Organization (SNO), spoke with Baron Benko. He said that he and his fellow party members could not participate in the survey since they were invited as individuals, not as representatives of their political party, which Baron Benko justified by saying that SNO was not formally recognized by the new government, a claim that Stojanovi* rejected.",He,292,Nikola Stojanovi*,191,True,Baron Benko,279,False,http://en.wikipedia.org/wiki/Diet_of_Bosnia
test-56,"B3, wurlitzer, accordion John Avila -- bass, moog pedals Marcus Praed -- bass, additional guitar, backing vocals, programming, mixing Annette Niermann -- backing vocals Janet Carroll -- backing vocals Bridgette Feltus -- backing vocals Bron Tieman -- mini-moog, programming Sahil Gupta -- the king of the ``little bitch'' colony located on the 13th floor Rachel Holt -- wishes she were cool enough to be a little bitch, yet she has been relegated to serve the king of the 13th floor; aka now considered: ``small bitch'' Weston Gaddy -- aka song #8 is about him; vocal surgery will however banish him from the band",she,377,Bridgette Feltus,201,False,Rachel Holt,355,True,http://en.wikipedia.org/wiki/Little_Bitch
test-58,"I thought the best way to do that was to transfer.'' After Cruthers' decision to leave USMA he called Derek Schooley, the new head coach of RMU Mens Hockey Team. Schooley, formerly assistant coach for Air Force, had recruited Ryan before his decision to attend West Point and was more than happy to take Ryan on the team.",his,238,Schooley,162,False,Ryan,226,True,http://en.wikipedia.org/wiki/Ryan_Cruthers
test-60,"Among the regions, Moscow (and its region) and St. Petersburg (with the Leningrad region) continued to occupy leading positions: their share was nearly half (45%) of the total number of signatures. However, the fastest growing was the Volga Federal District, showing an increase of 6.9 times. Russian writer and opinion journalist Nikolai Starikov organized a vote in the Internet with a plea that Putin must stay. He motivated his move with the suggestion that everybody must have a choice, while the website ``Putin must go'' did not provide an option to vote for Putin's staying.",He,415,Nikolai Starikov,331,True,Putin,398,False,http://en.wikipedia.org/wiki/Putin_must_go
test-67,"After one of his speeches, FBI agent Tippy Gray takes notes and reports his finding to Bureau Chief J. Edgar Hoover (``I Got Me a Red''/``There's Got to be a Law''). A paternity suit is filed against Chaplin, giving Hoover ammunition he needed.",he,234,Chaplin,200,False,Hoover,216,True,http://en.wikipedia.org/wiki/Little_Tramp
test-68,"Dance experts Millicent Hodson and Kenneth Archer spent eighteen years gathering research on the original ballet in order to properly reconstruct it. Eighty percent of the original costumes were located and reconstructed for the performance, and Hodson and Archer were able to consult with Nijinsky's rehearsal assistant Marie Rambert on the original choreography, before her death in 1982.",her,372,Hodson,246,False,Marie Rambert,321,True,http://en.wikipedia.org/wiki/Joffrey_Ballet
test-70,"Brett Booth is an American comic book artist. He is best known for his work on Backlash, a character he co-created with Jim Lee at the Wildstorm Studios. Following his Wildstorm work, Booth has also illustrated the exploits of some of Marvel Comics ' best known characters such as Spider-Man, the Fantastic Four, and the X-Men.",his,164,Jim Lee,120,False,Booth,184,True,http://en.wikipedia.org/wiki/Brett_Booth
test-72,"The final character was Laura, the dumb brunette, a model unaware of her physical attractiveness. Laura was the key character around which most of the show's situations revolved. Her caption would change every episode and formed the title of the episode, such as ``and LAURA this week she's on a diet'', ``This Week She Wants to Be a Singer'', ``This Week She Travels'', etc. The regular cast included Ken James as Mark, Gregory Ross as Bob, Gregory de Polnay as Jeremy, Jenee Welsh as Jennifer and Terry O'Neill as Tinto.",she,285,Jenee Welsh,471,False,Jennifer,486,False,http://en.wikipedia.org/wiki/The_Group_(Australian_TV_series)
test-73,"Roseanne and Dan initially refuse, but when Roseanne sees David's mother being verbally and emotionally abusive, she decides to let him stay because it reminded her of her own troubled childhood with her equally abusive father. Roseanne learns Darlene got an acceptance letter from the art school while David got rejected. At the end of the season, Roseanne fears Darlene will run away to school, although Darlene has already decided not to go. Realizing she was wrong, Roseanne persuades Darlene to not give up on her goals just to stay with David.",she,455,Roseanne,470,True,Darlene,489,False,http://en.wikipedia.org/wiki/Roseanne_Conner
test-80,"With the staff knowing that GlobeLink is shutting down, Henry and Sally try to find work elsewhere, Damien tries to get a story using Tony Blair's diaries, Dave tries to get fired in order to earn some extra money, and Helen's father dies. Joy's sketches are put up for an art exhibition, George starts to fall in love with Henry's niece, Helen finally admits to her mother that she is a lesbian but discovers her secret was already well known, and Sally gets engaged to the 34th-richest man in the world.",her,363,Joy,240,False,Helen,339,True,http://en.wikipedia.org/wiki/List_of_Drop_the_Dead_Donkey_episodes
test-83,"She was also more opened about Olivia's decision to reveal her plan to Ian after only knowing him for less than a day. Kat Ward of Entertainment Weekly was more critical towards Olivia and Ian's friendship as she wrote ``I know that circumstances can make for strange friends, but Liv and Poor Ian get close very fast.'' She continued talking about Olivia's belief in Fitz's ability to save her writing ``Personally I think that Olivia's particular faith in her importance is more than a little overblown.",She,321,Liv,281,False,Olivia,349,False,http://en.wikipedia.org/wiki/Run_(Scandal)
test-87,"Fatal Links draws exclusively on source evidence of letters and eye-witness reports and, while she was not privy to subsequent medical analysis of Beethoven's hair, her conclusions - that he showed symptoms of lead or arsenic poisoning - accord well with the result of the chemical analysis. In her second, and more substantial, biographical study of the composer, Altman investigates and refutes the claims of Maynard Solomon for the identification of the woman who Beethoven, in an undated letter found among his effects, referred to as his ``Immortal Beloved'' (Unsterbliche Geliebte), while building a thorough case--using Solomon's own criteria--for Anna-Marie Erd*dy as the putative recipient of the letter.",her,295,Altman,365,True,Anna-Marie Erd*dy,655,False,http://en.wikipedia.org/wiki/Gail_S._Altman
test-89,"Loyalists in Coahuila quickly judged, convicted, and executed the prisoners captured in San Antonio de Bexar. Las Casas's head was shipped to San Antonio and displayed on a pole in the military plaza. With Salcedo still in Chihuahua, Zambrano administered the province. Among his accomplishments during this time was to inaugurate the first primary school in San Antonio.",his,276,Salcedo,206,False,Zambrano,234,True,http://en.wikipedia.org/wiki/Manuel_Mar%C3%ADa_de_Salcedo
test-90,"When Amelia visited the Emersons' dig in Amarna, however, Amelia found Radcliffe Emerson ill, and not only nursed him back to health, but also took over part of his duties. Grudgingly, he came to respect her abilities, and at the end, realized he was in love with her. In the later books Amelia refers to Emerson as ``the greatest Egyptologist of this or any other age.'' A few years after his marriage and Ramses's birth, Emerson tried to make peace with his mother.",his,390,Emerson,305,True,Ramses,407,False,http://en.wikipedia.org/wiki/Radcliffe_Emerson
test-93,"Electors can vote for up to four candidates on their ballots, equal to the total number that may be elected. The four winning candidates are those whom receive the highest number of votes. The candidate with the highest number of votes received also serves as Deputy Mayor. Incumbents Jack Heath, Jim Jones, and Joe Li sought re-election, while Gordon Landon announced his retirement before the close of nominations.",his,369,Joe Li,312,False,Gordon Landon,345,True,"http://en.wikipedia.org/wiki/York_Region_municipal_elections,_2014"
test-94,"He first performed with the MythBusters on Good Morning America, shattering a wine glass with the aid of an amplifier when his opponent could not shatter the glass. During the filming of MythBusters, Vendera's voice was measured at 117 dB at 48``, translating into 120 dB at one meter as recorded by Dr. Roger Schwenke of Meyer Sound Laboratories. Since his MythBusters appearances, Vendera has performed on other US shows such as ''I've Got a Secret``, ''Timewarp`` and the ''Sonic1 Toothbrush`` infomercial.",his,354,Vendera,200,True,Roger Schwenke,304,False,http://en.wikipedia.org/wiki/Jaime_Vendera
test-95,"Prior to recording, Dylan previewed the songs that would constitute Blood on the Tracks for a number of friends in the music world, including David Crosby, Graham Nash, Stephen Stills, Tim Drummond, and Peter Rowan. Nash recalled that Stills disliked Dylan's private performance of his new songs; immediately after Dylan left the room, Stills remarked to Nash, ``He's a good songwriter ... but he's no musician.''",his,282,Dylan,315,True,Nash,355,False,http://en.wikipedia.org/wiki/Blood_on_the_Tracks
test-97,"The Tribunal considered a theory--advanced by the appellant--that the killer was one Count Francesco Carlo Dalatri, an Italian nobleman of mixed English and Italian parentage, who had been living in the London area at the time of the murder. Suggestions about the Count's possible involvement seem to have originated in an interview with his former landlady, broadcast a few years earlier on John Peel's popular Home Truths programme on BBC Radio 4.",his,338,Francesco Carlo Dalatri,91,True,John Peel,392,False,http://en.wikipedia.org/wiki/Murder_of_Jean_Townsend
test-99,"Captured, Elias realises he is responsible for the deaths of his entire community and begs the priest for forgiveness before his execution. The priests says he is unable to do so and curses Elias's bloodline. Elias escapes and becomes obsessed with the concept of atoning for his sin. He moves his remaining seven children to the desert where they begin to build a monument to God. As his children begin to die through illness and accident, Elias maintains that God has forsaken him and his religious beliefs turn from reverence to homicidal and take over his and his children's lives.",his,385,God,377,False,Elias,441,True,http://en.wikipedia.org/wiki/The_Desert_Within
test-106,"After several near misses with Shop agents, the McGees find temporary refuge - under false names and backgrounds - with Irv and Norma Manders, who were a friendly old-fashioned couple living on a remote farm. Irv realizes they gave false names and gets the real story from Andy. The farm is then besieged. Andy, angry at this endless running from the Shop, persuades Charlie to unleash her power.",her,386,Andy,306,False,Charlie,367,True,http://en.wikipedia.org/wiki/Charlie_McGee
test-107,"In the story, Gerber explained that ``a Krylorian Cyndi Lauper'' named Chirreep had made up the events in the Mantlo stories much like the events in The Rampaging Hulk magazine were considered made up by Bereet. Marvel's then-editor-in-chief Jim Shooter considered this an insult to Mantlo, and Gerber's story was never published. He identified Howard's parents as Dave and Dotty, names that differ from the Mantlo stories, in which his parents are named Ronald and Henrietta.",He,331,Mantlo,283,False,Gerber,295,False,http://en.wikipedia.org/wiki/Howard_the_Duck
test-109,"But the conservative, chauvinist and patriarchal Mahendra Roy shifts bad and constantly sends negative vibes towards Raju in a passive way. In the mean time the spoilt brat Dhiman takes Riya to a pub and insults her to get beaten up by an avenging Raju. Without knowing the truth Mahendra Roy expels Raju from his house.",his,310,Mahendra Roy,280,True,Raju,300,False,http://en.wikipedia.org/wiki/Chirosathi
test-111,"He began as a carpenter and left to solitude after receiving a divine call. According to hagiographer Alban Butler, John was noted for performing seemingly absurd acts at the bidding of the Holy Spirit, such as rolling rocks from place to place and cultivating dead trees. He then withdrew to the top of a cliff, where he could avoid all human contact.",He,273,Alban Butler,102,False,John,116,True,http://en.wikipedia.org/wiki/John_of_Egypt
test-114,"Mindy finally gets the insurance money from her husband's murder, buys a boat and leaves town after being questioned by Acting Sheriff Keith Mars. Hank Landry catches up with Mindy on her boat and he later confesses to accidentally killing her the night before being found, in ``Papa's Cabin''. Ken Marino recurs as Vinnie Van Lowe, Keith's rival private investigator. Announced his intentions to run for Sheriff against Keith in the special election.",his,379,Vinnie Van Lowe,316,True,Keith,333,False,http://en.wikipedia.org/wiki/List_of_Veronica_Mars_characters
test-115,"When Veronica graduates, Clemmons says that he cannot decide if his life will be easier or more difficult with her gone. Clemmons reappears in ``Un-American Graffiti'', where he is caught on tape being shot with a paintball gun by several Neptune High students. Adam Hendershott portrays Vincent ``Butters'' Clemmons, a student at Neptune High and Van Clemmons' son. When he was a freshman, Vincent was pantsed by a bully and given the nickname ``Butters''.",he,372,Van Clemmons,348,False,Vincent,391,True,http://en.wikipedia.org/wiki/List_of_Veronica_Mars_characters
test-116,"Meg's parents are religious zealots who lock Grace in a closet when they are out, and make her fill out exercise book after exercise book with the phrase: ``The path of God is paved with righteousness.'' Duncan and Veronica found dozens of these books in Grace's room. Veronica visited Meg in the hospital and discovered that Meg was pregnant with Duncan's child, this being the reason she was so mad at Veronica. Shortly after she left, Meg awoke from her coma.",she,428,Veronica,404,True,Meg,438,False,http://en.wikipedia.org/wiki/List_of_Veronica_Mars_characters
test-117,"In the second volume, XIII is captured by General Carrington, who confirms that XIII is Steve Rowland. Carrington further explains that Rowland was a member of a special ops unit called SPADS (Special Assault and Destroying Sections). Carrington had been commander of SPADS when Rowland was supposedly killed in a helicopter crash two years earlier. Because XIII's amnesia prevents him from identifying who sponsored the President's assassination, Amos lets him go.",him,382,Rowland,279,False,Amos,448,False,http://en.wikipedia.org/wiki/XIII_(comics)
test-118,"It garnered fantastic reviews from the Chicago press and the band went on to share the stage with Superchunk, Tommy Keene, Girls v Boys, Imperial Teen, The Good, and The Twigs. Liam Davis went on to join the band Frisbie, who released three critically acclaimed CDs, one on Hear Diagonally Records, and have played with every major pop performer in Chicago, including opening up for Big Star at the Metro. At the same time, he became the musical director/guitarist for Children's Music Star, Justin Roberts.",he,424,Liam Davis,177,True,Big Star,383,False,http://en.wikipedia.org/wiki/The_Moviegoers
test-122,"Amanda and Jake were able to stay strong when they faced serious situations with friends, such as Angie Hubbard losing her eyesight and Greenlee Smythe going on trial for the supposed murder of her husband, David. It later turned out he faked his death. Amanda became a friend to Annie Chandler when Annie felt like her life was beginning to fall apart. However, when Jake's ex-wife, Cara Finn, came to town, along with Griffin Castillo, the man who Cara left Jake for, Amanda was not happy about this and tried to act friendly towards Cara to keep an eye on her.",her,559,Amanda,470,False,Cara,536,True,http://en.wikipedia.org/wiki/Amanda_Dillon
test-123,"She is possibly American and is pregnant. Lifeguard Terry Pole has an unrequited crush on her and she seems to be a part of each interviewees lives (she is Bill's secretary, goes to the same salon as Mary and is one of Louise's art subjects). She is seen in the park with Policeman Mike and it is alluded that he is the father of her child and that the pair are dating in secret.",She,243,Mary,200,False,Louise,219,False,http://en.wikipedia.org/wiki/Short_Poppies
test-124,"Lifeguard Terry Pole has an unrequited crush on her and she seems to be a part of each interviewees lives (she is Bill's secretary, goes to the same salon as Mary and is one of Louise's art subjects). She is seen in the park with Policeman Mike and it is alluded that he is the father of her child and that the pair are dating in secret.",he,268,Terry Pole,10,False,Bill,114,False,http://en.wikipedia.org/wiki/Short_Poppies
test-125,"Ron Taylor is an amateur conservationist who loves the sea and establishes a whale watching company after spotting a whale in the bay. He used to work at the local fish and chips shop (Hook, Line & Thinker) for Colin (played by Dave Fane). After having his grandfather's boat impounded, Ron and Colin try and steal it back but are caught by Officer Mike.",his,253,Dave Fane,228,False,Ron,287,True,http://en.wikipedia.org/wiki/Short_Poppies
test-127,"Daryn Hinton was a child actress rooted in the Hollywood entertainment industry whose father Ed Hinton and grandfather Edgar Latimer Hinton were both actors. Her mother was entertainment socialite Marilynn Hinton who was president emeritus WAIF and president of ANTAN (American National Theater Authorities) alongside John Forsythe. In her autobiography, actress Jane Russell called Marilynn Hinton ``Dynamite...and a walking who's who'', who knew everyone important and could make anything happen.",her,336,Jane Russell,363,True,Marilynn Hinton,383,False,http://en.wikipedia.org/wiki/Daryn_Hinton
test-129,"Posing as a pizza delivery man, Leroy manages to infiltrate the assumed lair of Master Sum Dum Goy within a fortune cookie factory, but is shocked to discover that the ``Master'' is only a computer churning out cookie fortunes. Leroy consults his former master for answers, but his master suggests that Leroy has known the answers all along. Not wanting anyone to get hurt in the process of achieving her stardom, Angela leaves Arkadian and asks Johnny to warn Leroy about his plan.",his,473,Johnny,446,False,Leroy,461,False,http://en.wikipedia.org/wiki/The_Last_Dragon
test-130,"He loses his medal during the struggle, which Laura recovers. Later, Leroy witnesses Laura being kidnapped by Arkadian's brutish henchman Rock (Mike Starr). A clue left behind reveals that the kidnappers work for Eddie Arkadian Productions. Laura refuses to promote Angela Viracco's video on her program, but as Arkadian's men prepare to coerce her by force, Leroy suddenly bursts into the room and rescues Laura once again.",her,292,Laura,241,True,Angela Viracco,266,False,http://en.wikipedia.org/wiki/The_Last_Dragon
test-131,"``Walk On'', the album's opener, has Young combining his cynical outlook with a touch of closure and a wish to move on and keep living. The album also includes the high-strung ``Revolution Blues,'' inspired by Charles Manson, whom Young had met in his Topanga Canyon days.",his,248,Charles Manson,210,False,Young,231,True,http://en.wikipedia.org/wiki/On_the_Beach_(Neil_Young_album)
test-134,"Ruth was the elder of two girls; her younger sister was Hilda Rosebaum (Kahne). Their father, a plant pathologist, died at age 37 of a bacterial infection resulting from a tooth extraction. After their father's death, Mrs. Rosebaum moved the family to Milford, Connecticut, where Ruth spent the rest of her youth.",her,303,Rosebaum,223,False,Ruth,280,True,http://en.wikipedia.org/wiki/Ruth_Roemer
test-135,"On his last European start Lorenzaccio ran in his second Champion Stakes at Newmarket in October. The favourite was the outstanding three-year-old colt Nijinsky, who had become the first Triple Crown winner for thirty-five years and beaten older horses in the King George VI and Queen Elizabeth Stakes. Although he had been narrowly beaten by Sassafras in the Prix de l'Arc de Triomphe, Nijinsky, ridden by Piggott, was expected to redeem his reputation and started at odds of 4/11 while Lorenzaccio, ridden by Geoff Lewis was a 100/7 outsider.",he,312,King George VI,260,False,Piggott,407,False,http://en.wikipedia.org/wiki/Lorenzaccio_(horse)
test-136,"Her first TV role was in a German advertisement for cleaning powder. Shortly afterwards she won the role of Geena Gregory in Coronation Street which she played from 2000-2002. After learning she was to be written out of her role as barmaid Geena, she brought out a fitness video entitled Get Fit Quick with Jennifer James with Suzanne Cox. She auditioned and won the role of Joyce in The Second Quest, directed by David Jason, for Yorkshire Television in 2003.",She,340,Jennifer James,307,True,Suzanne Cox,327,False,http://en.wikipedia.org/wiki/Jennifer_James
test-137,"John ``Uncle Jacky'' Hurst had been shot in the leg while jumping in front of Sheriff Mooney when Tutt supporter S.W. Ferrall fired at him. Others had been wounded. Dave Sinclair, the man suspected of killing John Everett, fled from Yellville. The Everett faction members trailed him and killed him the next day.",him,280,Dave Sinclair,165,True,John Everett,209,False,http://en.wikipedia.org/wiki/Tutt%E2%80%93Everett_War
